,name,steam_id,developers,reviews,positives,is_free,units_sold,prices_eu,final_revenue,genre
1188060,My hot beach vacation,1188060,Ero Team Triangle,3,1,False,90,2.25,202.5,"Action, Adventure, Casual, Indie, RPG, Simulation, Sports, Strategy"
471200,Melody,471200,"Verge of Brilliance LLC,Evie Powell,Michael Fewkes,Nickolas Forsten,David Whitlock,Mike Chokran,Andrew Luck",3,3,False,90,9.99,899.1,"Indie, Simulation"
1175900,Antares,1175900,Sonaloux Entertainment,3,1,False,90,3.99,359.1,"Action, Indie"
1113760,Roads of time,1113760,GameOn Production,3,3,False,90,10.79,971.0999999999999,"Casual, Indie, Strategy"
472830,Ke-Tsu-No-Ana,472830,Yusuke Uemura,3,1,False,90,5.99,539.1,"Action, Indie"
471400,Space Jammers,471400,Spread Shot Studios LLC,3,3,False,90,14.99,1349.1,"Action, Adventure, Indie, Early Access"
1186650,MADELA,1186650,"Habib Alejalil,Jonathan Maxim",3,0,False,90,3.99,359.1,"Adventure, Indie, Simulation, Early Access"
1198220,Slave Girl Reno,1198220,Aphrodite,3,1,False,90,3.99,359.1,RPG
1115040,SincereMen,1115040,Utopia Entertainment,3,0,False,90,12.49,1124.1,"Action, Indie"
1191820,Spot The Differences 2020 | 大家来找茬 2020,1191820,KUWOGame,3,3,False,90,0.79,71.10000000000001,"Adventure, Casual, Simulation, Strategy"
1149090,Hospital 9,1149090,Sonic-Alpha,3,2,False,90,1.15,103.49999999999999,"Action, Indie"
1122250,THE FATE OF THE BULLY,1122250,MIGALOO GAMES,3,1,False,90,1.59,143.1,"Adventure, Indie, Simulation"
1192390,Invisible Enemy,1192390,Studio Cute,3,0,False,90,5.69,512.1,Action
1149370,Broken Spell,1149370,Jaming Game Studio,3,2,False,90,7.39,665.1,"Action, Adventure, Indie, RPG"
486140,9Grids VR,486140,Klexian,3,2,False,90,1.99,179.1,"Action, Casual, Indie"
1192260,Labyrinths of the World: The Wild Side Collector's Edition,1192260,Domini Games,3,3,False,90,8.19,737.0999999999999,"Adventure, Casual"
1148670,Annals of Rome,1148670,"Level 9 Computing,PSS",3,3,False,90,3.99,359.1,Strategy
705230,InGame.exe,705230,Blind Recluse,3,1,False,90,1.99,179.1,"Sexual Content, Action, Indie"
493980,Green Ranch,493980,Palaplay,3,3,False,90,5.99,539.1,Casual
1121230,Bomb Bowling,1121230,grin robot,3,2,False,90,3.99,359.1,"Casual, Indie"
1196130,Top Run,1196130,Katata Games,3,3,False,90,3.99,359.1,"Action, Casual, Indie"
486550,The Caretaker - Dungeon Nightshift,486550,bluebox interactive,3,0,False,90,7.99,719.1,"Action, Casual, Indie"
1185140,The Golden Cross,1185140,Jam Entertainment,3,3,False,90,5.69,512.1,"Action, Adventure, Casual, Indie"
1148940,Hentai Mizugi,1148940,"GentleDriver,MistyNight",3,2,False,90,0.79,71.10000000000001,"Casual, Indie, Strategy"
474880,Second Coming,474880,"Seen in a Dream,KLURA Design",3,2,False,90,9.99,899.1,"Adventure, Indie, RPG, Strategy"
495200,DATH,495200,kivoro,3,1,False,90,5.99,539.1,"Action, Indie, RPG"
1151400,Furious Goal,1151400,czgame,3,1,False,90,3.99,359.1,"Casual, Indie, Racing, Simulation, Sports"
1186630,1971 PROJECT HELIOS,1186630,Recotechnology S.L.,3,1,False,90,14.99,1349.1,"Indie, Strategy"
1198110,Fantasy Realm TD,1198110,Gyro-Games Inc.,3,2,False,90,8.19,737.0999999999999,"Indie, Strategy"
1113490,River Legends: A Fly Fishing Adventure,1113490,Dantat Studio,3,3,False,90,3.99,359.1,"Adventure, Indie, RPG, Simulation, Sports"
498030,Barnyard Mahjong 3,498030,EnsenaSoft,3,2,False,90,1.59,143.1,Casual
501270,Robots In The Wild,501270,Heatbox Games,3,2,False,90,9.99,899.1,"Indie, Strategy, Early Access"
1114210,Colloc,1114210,Pazolab Studio,3,3,False,90,3.51,315.9,"Adventure, Indie"
497940,Destiny of Ancient Kingdoms™,497940,Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa,3,1,True,90,,,"Action, Adventure, Free to Play, Massively Multiplayer, RPG, Strategy"
1128440,Solitaire Legend of the Pirates,1128440,Somer Games,3,3,False,90,3.99,359.1,Casual
1186530,Business Wars - The Card Game,1186530,Black Phoenix Studio,3,2,False,90,5.69,512.1,"Casual, Indie, Strategy"
1114020,ZomB: Battlegrounds,1114020,Destruction Games,3,2,False,90,0.79,71.10000000000001,"Action, Indie"
468130,Nebula,468130,Szekretar,3,3,False,90,4.99,449.1,"Action, Indie, Early Access"
1176360,Contract Killers,1176360,Kapi Kapi Games,3,0,False,90,1.59,143.1,"Action, Indie"
1181290,Aria Dating Simulator,1181290,Dominic Wilson,3,1,False,90,0.79,71.10000000000001,"Casual, Indie, RPG, Simulation"
1139830,Recyclomania,1139830,PixQuake,3,2,False,90,2.5,225.0,"Action, Casual, Indie, Strategy"
1155800,Voyagers,1155800,Enki,3,2,False,90,10.79,971.0999999999999,Adventure
1155670,Living with a Scarecrow,1155670,鐵日,3,2,False,90,1.59,143.1,"Adventure, Casual, Indie, RPG, Simulation"
1132930,Phantom 3D,1132930,Graverobber Foundation,3,3,False,90,3.99,359.1,"Action, Adventure, Indie"
1167540,KiKi's adventure,1167540,PhilippeStudio,3,2,False,90,1.59,143.1,"Action, Adventure, Casual, Indie, RPG"
1182770,Caves and Castles: Underworld,1182770,Amegami,3,3,False,90,5.69,512.1,"Adventure, Casual, Indie"
461280,Missileman Origins,461280,Ryan Silberman,3,3,False,90,1.59,143.1,"Action, Indie"
1183480,Bonsai Castles,1183480,Hyakuren Soft,3,3,False,90,12.49,1124.1,"Indie, Simulation, Strategy"
461320,Smackitball,461320,"Kevin Fathi,Nima Zeighami,Benjamin Marx,Evie Powell,Kijoon Shin,Victor Brodin,Benjamin Niu,Jason Briggs",3,2,True,90,,,"Sports, Early Access"
1135860,Corpoct,1135860,"Wolderado,Belaniax",3,2,False,90,8.19,737.0999999999999,"Action, Adventure, Indie, RPG, Simulation, Strategy"
425760,EGO Protocol,425760,Static Dreams,3,2,False,90,1.59,143.1,"Casual, Indie"
1134050,Head Over Heels,1134050,Retrospec,3,2,False,90,8.19,737.0999999999999,"Adventure, Strategy"
431610,Hubert's Island Adventure: Mouse o' War,431610,Cheese and Bacon Games,3,2,False,90,3.99,359.1,"Action, Adventure, Indie"
1167710,clutchball,1167710,Sokpop Collective,3,3,False,90,2.99,269.1,"Indie, Sports"
1133260,Vole Complexity,1133260,makingARTS Entertainment,3,3,False,90,1.79,161.1,"Casual, Indie"
463060,Clover Tale,463060,FIVE-BN GAMES,3,2,True,90,,,"Adventure, Casual, Free to Play"
1133080,Devil Slayer,1133080,ReJust,3,0,False,90,11.59,1043.1,RPG
1162730,Deep Ocean Rush,1162730,TeamB,3,0,False,90,1.59,143.1,"Casual, Indie"
1133890,P1R4T3S,1133890,LLC Blini Games,3,3,False,90,9.99,899.1,"Action, Adventure, Indie, RPG, Early Access"
463000,Hero Battle,463000,Wang Liwen,3,0,False,90,5.69,512.1,"Action, Massively Multiplayer"
462910,Poly Runner VR,462910,"Lucid Sight, Inc.",3,3,True,90,,,"Casual, Indie"
1169310,The Chronicles of Joseph of Egypt,1169310,e-FunSoft Games,3,2,False,90,2.99,269.1,"Action, Casual, Indie, Strategy"
1180940,Spellinkers,1180940,PixLuna Game Studio,3,2,False,90,0.79,71.10000000000001,"Casual, Indie, RPG, Strategy"
462670,VR-Xterminator,462670,Since Idea Games,3,3,False,90,4.99,449.1,"Action, Casual, Indie"
428230,Swift,428230,Windflow,3,2,False,90,5.99,539.1,"Action, Indie"
1181020,Squillamorph,1181020,Barrow Studios Ltd,3,1,False,90,10.79,971.0999999999999,"Action, Indie, Early Access"
428130,Walk The Light,428130,Anti Crunch Studios,3,3,False,90,4.99,449.1,"Adventure, Indie"
1172760,Twilight's Last Gleaming,1172760,HexWar Games,3,2,False,90,8.19,737.0999999999999,Strategy
1179570,Jazz Lightning : Castle Dungeons,1179570,Kappa Bits,3,3,False,90,2.39,215.10000000000002,"Action, Indie, Early Access"
448140,Night light,448140,Nightmaker,3,0,False,90,3.09,278.09999999999997,"Action, Adventure, Casual, Indie"
1171350,Garden City,1171350,8floor,3,1,False,90,12.49,1124.1,"Casual, Strategy"
1143390,Ichor,1143390,"Luke Palmer,Namaste Reid",3,3,False,90,3.29,296.1,"Action, Indie, Strategy"
431300,Classic Fun Collection 5 in 1,431300,3DDUO,3,2,False,90,3.99,359.1,Casual
1131790,"Injection π23 'No Name, No Number'",1131790,Abramelin Games,3,3,False,90,12.49,1124.1,"Action, Adventure, Indie, Strategy"
1131740,Snowdome,1131740,Lunatic Works,3,3,False,90,5.69,512.1,Indie
1132460,Codebreaker,1132460,Thor Gaming,3,2,False,90,3.29,296.1,"Casual, Indie"
453880,Ninja Outbreak,453880,Renegade Sector Games,3,2,False,90,1.99,179.1,"Action, Adventure, Indie"
1180450,Exitium,1180450,"Exquisite Games,Biotae",3,2,False,90,6.59,593.1,"Action, Adventure, Indie"
1169030,Monophobia,1169030,ProjectCyranis,3,1,False,90,3.29,296.1,Indie
425010,ScudBuster,425010,HyperKat Games,3,2,False,90,4.99,449.1,Action
1132010,Hentai ChessKnight,1132010,LeonWaan Games,3,1,False,90,0.79,71.10000000000001,"Adventure, Casual, Indie, RPG, Simulation, Strategy"
1157040,Arkan: The dog adventurer,1157040,Madao Studio,3,2,False,90,6.59,593.1,"Action, Indie"
1157780,Ace of Space,1157780,StarSystemStudios,3,3,False,90,0.79,71.10000000000001,"Action, Indie, Simulation"
1184230,Cross Border VR,1184230,KR,3,1,False,90,3.99,359.1,"Adventure, Indie, RPG, Simulation"
1155340,Rescue Team: Evil Genius,1155340,Platinum Games,3,3,False,90,5.69,512.1,"Adventure, Casual, Indie"
1135170,spider ponds,1135170,Sokpop Collective,3,3,False,90,2.99,269.1,"Adventure, Indie"
428740,Nordenfelt,428740,Black Golem,3,1,False,90,5.99,539.1,"Action, Indie"
1157650,Halloween Pumpkin Smasher VR,1157650,VRX,3,3,False,90,8.19,737.0999999999999,"Action, Casual"
432620,Mimic Arena,432620,Tiny Horse Games,3,3,False,90,7.99,719.1,"Action, Casual, Indie"
1135160,Botanik,1135160,Sokpop Collective,3,1,False,90,2.99,269.1,"Casual, Indie, Simulation"
1135100,driftwood,1135100,Sokpop Collective,3,0,False,90,2.99,269.1,Indie
1166760,Jinga Online,1166760,2SD,3,1,False,90,3.99,359.1,"Casual, Indie, Simulation"
1180690,Spaceman,1180690,Conmtrast,3,1,False,90,0.79,71.10000000000001,"Action, Adventure, Indie"
464050,Heroes Must Die,464050,Heroic Games,3,2,True,90,,,RPG
456440,The Orphan Dreams,456440,Tayfun Tuna,3,2,False,90,3.29,296.1,"Adventure, Casual, Indie, RPG"
456450,Jaunt VR - Experience Cinematic Virtual Reality,456450,Jaunt Inc.,3,0,True,90,,,Utilities
1184780,BOTS,1184780,KeyWheel,3,3,False,90,0.79,71.10000000000001,"Action, Casual, Indie"
1180190,Call of VII,1180190,"Trevor Alex,Nianqiu Cao,Mingxi Zou,Gaopeng Chen,Huang Dun,Jieyi Na,Jingyi Li,Jingyi Zhang,Qingqi Gao,Xingnan Chen,Xiubo Zhao,99 Game Studio",3,2,False,90,0.79,71.10000000000001,"Indie, Strategy"
464540,Colosse,464540,Colosse Team,3,1,True,90,,,Adventure
429430,Tyrfing  Cycle |Vanilla|,429430,Demon Sword Games,3,2,False,90,1.99,179.1,"Action, Adventure, Indie, Early Access"
429270,Didgery,429270,Lotus Games,3,3,False,90,1.99,179.1,"Casual, Indie"
1155920,Snow Clearing Driving Simulator,1155920,A Nostru,3,1,False,90,0.72,64.8,"Casual, Indie, Racing, Simulation, Sports"
1181790,Circle of Sumo: Online Rumble!,1181790,"Yonder,Strelka Games",3,3,True,90,,,"Casual, Free to Play, Indie, Sports"
1168960,Warbrush,1168960,Clearline,3,3,False,90,3.99,359.1,Action
428590,Unearthing Colossal,428590,"Power Up to Maximum,Liens",3,0,False,90,12.49,1124.1,"Action, Adventure, Indie"
1142090,Playing Both Sides,1142090,N/A,3,3,False,90,0.79,71.10000000000001,"Adventure, Casual, Indie, RPG"
1129080,Forex Demo Accelerator,1129080,Russell Butler,3,1,False,90,3.99,359.1,Simulation
446770,Skeet: VR Target Shooting,446770,Flatbox Studios,3,3,True,90,,,"Action, Simulation"
1165280,Shuffle World,1165280,NanningsGames,3,1,False,90,0.79,71.10000000000001,"Casual, Indie"
1137040,CAT & MOUSE,1137040,Jacob G,3,3,False,90,3.99,359.1,"Action, Casual, Indie, Simulation, Early Access"
454390,Rally Copters,454390,Depth First Games,3,3,False,90,6.99,629.1,"Indie, Racing, Sports"
422010,Eczema Angel Orifice,422010,"Porpentine,Neotenomie",3,3,False,90,3.99,359.1,"Adventure, Indie"
1137660,Impossamole,1137660,Gremlin Interactive,3,3,False,90,4.99,449.1,"Action, Adventure"
454240,A Tofu Tail,454240,alchemedium,3,3,False,90,12.49,1124.1,"Casual, Indie"
1136930,Gekisou! Benza Race -Toilet Shooting Star-,1136930,Da-Soft,3,2,False,90,5.69,512.1,Racing
1166350,Alexis Almighty: Daughter of Hercules,1166350,Jetdogs Studios,3,1,False,90,9.99,899.1,"Adventure, Casual, Indie, Strategy"
423180,A.I. Space Corps,423180,GameArt Studio GmbH,3,0,False,90,4.99,449.1,"Action, Casual, Indie, Simulation, Strategy"
440740,Epic battles within 5 seconds!,440740,YFC games,3,2,True,90,,,"Action, Casual, Free to Play, Indie, Strategy"
1177810,Stream Fighters,1177810,Cringe Engine Studio,3,1,False,90,0.72,64.8,"Action, Casual, Indie"
1159590,Lost In Dungeon,1159590,BT Studios,3,0,False,90,0.79,71.10000000000001,"Action, Adventure, Casual, Indie"
1159610,Neighbourhood Loot,1159610,Arzifact Studios,3,3,False,90,11.29,1016.0999999999999,"Casual, Indie, Strategy"
1178710,The Legend of Arcadieu,1178710,Kavorkaplay,3,0,False,90,4.99,449.1,"Casual, Indie, Simulation"
1178380,Resurrector,1178380,GSGame,3,1,False,90,0.79,71.10000000000001,"Action, Indie"
1159020,Your Anime Waifu,1159020,Your Waifu Factory,3,2,False,90,0.79,71.10000000000001,"Casual, Indie"
1159260,PANDARA,1159260,leimonya,3,3,False,90,,,"Action, Indie"
455640,Edgar,455640,"Lucas Parise,Mind Flayer Studios",3,2,False,90,4.99,449.1,"Action, Adventure, Casual, Indie"
435050,Glory Kingdom,435050,Matthew Robinson,3,1,False,90,4.99,449.1,"Action, Adventure, Casual, Indie, Strategy, Early Access"
449310,Spunk and Moxie,449310,"Chocolate Homunculus,Tilt Studios",3,2,False,90,3.99,359.1,"Action, Indie"
1147600,Star Police,1147600,Small Games,3,3,False,90,1.59,143.1,"Indie, Strategy"
1161510,Lithium Inmate 39 Relapsed Edition,1161510,Stoneball L.L.C.,3,2,False,90,8.19,737.0999999999999,"Action, Adventure, Indie"
1175470,Shine's Adventures 6 (Go! Girls),1175470,ShineProject,3,1,False,90,2.39,215.10000000000002,"Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy"
1140400,Gericonia 2,1140400,Simon Eriksson,3,2,False,90,2.39,215.10000000000002,"Casual, Indie, Simulation, Strategy"
1170630,Time traveler Marie,1170630,Summoner Veil,3,0,False,90,8.19,737.0999999999999,RPG
451210,Rocket Shooter,451210,VLLADGET,3,1,False,90,6.99,629.1,"Action, Sports"
1140420,Quantism,1140420,"Wannes Vanoyenbrugge,Jorn Segers",3,2,False,90,1.59,143.1,"Education, Utilities"
1176050,秘封旅行 ~ Secret Sealing Travel,1176050,鸽屋谷,3,3,False,90,4.99,449.1,"Casual, Indie, RPG, Simulation, Early Access"
437180,Chill the Piro,437180,"Sergey Marchenko,Vyacheslav Ozolnieks",3,3,False,90,1.99,179.1,"Action, Indie"
1176040,"I Have Low Stats But My Class Is ""Leader"", So I Recruited Everyone I Know To Fight The Dark Lord",1176040,Cannibal Interactive,3,2,False,90,12.49,1124.1,"Indie, RPG"
1136090,The Gadget Twins,1136090,Imagitec Design,3,3,False,90,1.31,117.9,"Action, Adventure"
1139130,BioMech,1139130,ERMedia,3,1,False,90,14.99,1349.1,"Action, Adventure, Indie"
1161320,东方幻昼梦~ Touhou Fantasy Day,1161320,Abudory,3,0,False,90,1.59,143.1,"Indie, RPG, Strategy"
443070,Insane Insects: The Inception,443070,Bad Cast games,3,0,False,90,9.99,899.1,"Action, Indie"
1164660,SHOOTING CHICKEN BRUTAL SUCKERS,1164660,KoheiGallery,3,2,False,90,3.74,336.6,"Action, Indie"
1171570,Color Soul: Memories,1171570,Evan Streblow,3,3,False,90,3.99,359.1,"Action, Adventure, Casual, Indie"
1173850,Zombie Panic In Wonderland DX,1173850,Akaoni Studio,3,3,False,90,9.99,899.1,"Action, Adventure, Casual, Indie"
1143780,Graveyard Defender,1143780,Pixel Cattus,3,3,False,90,1.59,143.1,"Action, Casual, Indie"
448310,Bitardia Cards: Memes of 2ch,448310,varlamov5264,3,1,True,90,,,"Casual, Free to Play, Strategy"
1141150,The Defender: Farm and Castle 2,1141150,Kitti Sarmuerjai,3,2,False,90,3.29,296.1,Indie
449180,Meld,449180,Axis Games,3,3,False,90,9.99,899.1,"Indie, Strategy"
1147240,Rogue Waves,1147240,Diego Rodrigues,3,2,False,90,8.19,737.0999999999999,"Action, Adventure, Indie, Simulation, Early Access"
1140790,Kung Fu Jesus,1140790,Celestial Gold Studios,3,2,False,90,12.49,1124.1,"Action, Adventure, Indie, RPG"
1185280,The Innkeeper,1185280,Game Brewery,3,3,False,90,2.39,215.10000000000002,"Indie, RPG, Simulation, Early Access"
437710,Magic Flute,437710,LabLike Sp. z o.o.,3,3,False,90,4.99,449.1,"Adventure, Casual, Indie"
1163170,Music Desktop,1163170,chengcong,3,3,False,90,1.59,143.1,Utilities
1146910,Atomorf2,1146910,Dnovel,3,3,False,90,12.49,1124.1,"Action, Adventure, Casual, Indie"
438440,Star Rogue,438440,Wehrmann Studios,3,3,False,90,6.59,593.1,"Action, Indie, Early Access"
1141380,Ladies Orders,1141380,Silver Cloud,3,2,False,90,3.29,296.1,"Adventure, Indie, RPG"
440790,Spellbind : Luppe's tale,440790,Spider Key Games,3,1,False,90,2.99,269.1,"Adventure, Casual, Indie"
1165090,Restaurant Solitaire: Pleasant Dinner,1165090,Somer Games,3,3,False,90,3.99,359.1,Casual
444870,Combat Racers,444870,The Major Game Company,3,2,False,90,6.99,629.1,"Action, Indie, Racing"
444740,Cologne,444740,Nhneno Games,3,1,False,90,9.99,899.1,"Action, Indie, Racing"
440380,Super Kitty Boing Boing,440380,Pixelated Panties,3,3,False,90,4.99,449.1,"Action, Indie"
1164310,Fairytale Solitaire. Witch Charms,1164310,Somer Games,3,3,False,90,3.99,359.1,"Adventure, Casual, Indie"
1173250,DE:VOID,1173250,Eggion,3,3,False,90,4.55,409.5,"Adventure, Indie"
1145530,One day,1145530,Zhongce Games,3,3,False,90,1.59,143.1,"Casual, Indie, RPG"
438160,LILT,438160,pho,3,3,False,90,,,"Action, Casual, Indie, Early Access"
438090,Defend Felinearth,438090,Sixth Line Studios,3,0,False,90,1.99,179.1,"Action, Casual, Indie"
1163960,Paranormal Files: Hook Man's Legend Collector's Edition,1163960,Elephant Games,3,3,False,90,8.19,737.0999999999999,"Adventure, Casual"
440100,Fall of Gyes,440100,Black Cloud Studios,3,2,False,90,4.99,449.1,"Adventure, Casual, Indie"
1163320,Zombie horde,1163320,金克斯,3,0,False,90,0.79,71.10000000000001,"Action, Adventure, Indie"
442810,UFO Online: Invasion,442810,Bad Pixel,3,0,True,90,,,"Free to Play, Massively Multiplayer, RPG"
1160780,LoliTower,1160780,XCGames,2,1,False,60,0.79,47.400000000000006,"Adventure, Indie, RPG, Simulation, Strategy"
489000,The Infinite Black,489000,Spellbook,2,0,True,60,,,"Free to Play, Indie, Massively Multiplayer, RPG, Strategy"
488020,Day of Destruction,488020,"SynaptixGames, LLC",2,1,False,60,12.49,749.4,"Action, Strategy"
449470,Atulos Online,449470,Parallaxian Pty Ltd,2,2,True,60,,,"Adventure, Free to Play, Massively Multiplayer, RPG"
488480,SpaceRoads,488480,Wurd Industries,2,2,False,60,2.99,179.4,"Action, Adventure, Racing"
451130,Khan: Absolute Power,451130,Mirinae,2,1,True,60,,,"Action, Adventure, Free to Play, Massively Multiplayer, RPG"
488460,Zeus Quest Remastered,488460,Crazysoft Limited,2,2,False,60,6.99,419.40000000000003,"Adventure, Indie"
1161930,東方幻夢箋 ~ Touhou Phantasm Dream,1161930,Lonhong Team,2,2,False,60,9.99,599.4,"Adventure, Casual, Indie, RPG"
448990,Phlyndir,448990,Kabertek,2,1,False,60,0.79,47.400000000000006,"Indie, RPG"
488823,Tom Clancy's Rainbow Six® Siege,359550,Ubisoft Montreal,2,2,False,60,19.99,1199.3999999999999,Action
449050,Rock Paper Scissors Champion,449050,Wholetone Games,2,1,True,60,,,"Casual, Free to Play, Sports"
1161660,Puzzlection,1161660,MiCake,2,2,False,60,0.79,47.400000000000006,"Casual, Indie"
1147840,Hyper Storm,1147840,MotionHouse,2,2,False,60,3.99,239.4,"Action, Indie"
488824,Tom Clancy's Rainbow Six® Siege,359550,Ubisoft Montreal,2,1,False,60,19.99,1199.3999999999999,Action
448710,VirZOOM Arcade,448710,VirZOOM,2,2,True,60,,,"Action, Adventure, Casual, Indie, Racing, Sports"
488822,Tom Clancy's Rainbow Six® Siege,359550,Ubisoft Montreal,2,1,False,60,19.99,1199.3999999999999,Action
1162370,Paper - A Game of Folding,1162370,Bryce Summer,2,2,False,60,8.19,491.4,"Casual, Indie"
488220,Valcarta: Rise of the Demon,488220,Blacksword Games,2,2,False,60,1.59,95.4,RPG
447930,LYDIA: SWEET DREAMS,447930,C-DRIVE MEDIA ART,2,2,False,60,9.99,599.4,"Action, Indie"
488821,Tom Clancy's Rainbow Six® Siege,359550,Ubisoft Montreal,2,0,False,60,19.99,1199.3999999999999,Action
1160800,Rainbow Robin,1160800,DigiPlox,2,1,False,60,3.99,239.4,"Action, Indie"
463250,One Tower,463250,SkyReacher Entertainment,2,1,True,60,,,"Free to Play, Strategy, Early Access"
455990,Smash Pixel Racing,455990,Jollyfish Games,2,2,False,60,2.99,179.4,"Action, Indie, Racing, Early Access"
479150,BoX -containment-,479150,Memorazer Production,2,2,False,60,0.79,47.400000000000006,"Casual, Indie"
464940,Sketchfab VR,464940,Sketchfab,2,2,True,60,,,Adventure
447540,Lost Cosmonaut,447540,Charlie Evans,2,0,False,60,6.99,419.40000000000003,"Action, Indie"
465010,Quantized,465010,"Chris Mahoney,Kenny Bier",2,1,False,60,12.99,779.4,"Casual, Indie, Simulation"
468080,Occurrence at JCR Outpost,468080,Brandon Brizzi,2,1,False,60,3.99,239.4,"Adventure, Indie"
465050,Grey Phobia,465050,Blackturn Ltd,2,2,False,60,2.99,179.4,"Action, Indie, Early Access"
464740,Monsters and Medicine,464740,Clockwork Acorn,2,2,False,60,9.99,599.4,"Casual, Indie"
463830,Izeriya,463830,LigaGamesStudio,2,0,False,60,0.99,59.4,"Action, Adventure, Indie"
1153110,Rally Drift Cars,1153110,"Polantronic,Polantronic",2,0,False,60,1.59,95.4,"Action, Casual, Indie, Racing, Simulation, Sports"
1155230,Extend Desktop,1155230,chengcong,2,1,False,60,1.59,95.4,Utilities
462630,RiftStar Raiders,462630,Climax Studios,2,2,False,60,19.99,1199.3999999999999,"Action, Indie"
1155910,Dice Defenders,1155910,Full Screen Sorcery,2,1,False,60,3.99,239.4,"Indie, Strategy"
471630,Rexodus: A VR Story Experience,471630,Steelehouse VR Studios,2,2,True,60,,,"Casual, Free to Play, Indie"
471220,Don't Drop the Bass,471220,RadishBox,2,2,False,60,2.39,143.4,"Casual, Indie, Sports"
1155620,VITAL,1155620,Icehelm,2,1,False,60,0.79,47.400000000000006,"Action, Adventure"
1155560,Hooks And Shotguns,1155560,Fifth Edge Studios,2,2,False,60,3.99,239.4,"Action, Adventure, Casual, Free to Play, Indie"
1155500,Tower Empire Builder,1155500,Rice Rocket,2,0,False,60,12.49,749.4,"Indie, Simulation, Early Access"
471720,K Station,471720,Maya Games,2,2,True,60,,,"Adventure, Casual, Indie"
461990,The Prison Game,461990,MOS Games,2,0,False,60,22.99,1379.3999999999999,"Violent, Action, Indie, Early Access"
491020,Revenge of the Spirit: Rite of Resurrection,491020,Absolutist Ltd.,2,1,False,60,6.99,419.40000000000003,"Adventure, Casual, Indie"
447270,IKEA VR Experience,447270,IKEA Communications AB,2,2,True,60,,,Free to Play
486500,Spooky Heroes,486500,Gaweb Studio,2,0,False,60,4.99,299.40000000000003,"Action, Adventure, Casual, Indie"
489080,Spellforge,489080,Paper Scorpion Co.,2,1,False,60,6.99,419.40000000000003,"Casual, Indie, RPG"
485390,Machine Made: Rebirth,485390,Proteus Studios,2,0,False,60,3.99,239.4,"Indie, RPG"
1159940,Astrodition,1159940,Astrodition Development,2,2,False,60,10.79,647.4,"Adventure, Indie"
1149220,P.3,1149220,DevJgame,2,2,False,60,3.29,197.4,"Action, Casual, Indie"
1160100,Pixel Art Hentai Trap Hot Spring,1160100,Uzura Studio,2,2,False,60,1.59,95.4,Action
1148770,Not An Angels: Erotic Puzzle,1148770,"13 Faces Games,Senespri",2,2,False,60,1.59,95.4,Casual
452920,Laser Disco Defenders,452920,Out Of Bounds,2,2,False,60,8.99,539.4,"Action, Indie"
452930,Insane,452930,VIS-Games,2,1,False,60,7.99,479.40000000000003,"Casual, Indie, Strategy"
451940,Return Home,451940,Verran,2,2,False,60,3.99,239.4,Indie
451960,The Secret of Pineview Forest,451960,VIS-Games,2,1,True,60,,,"Action, Adventure, Indie"
451540,Snakes on an Extradimensional Plane,451540,Team Neon Snakes,2,2,False,60,2.99,179.4,"Action, Indie"
486350,Square Arena,486350,Hepta Games,2,2,False,60,4.99,299.40000000000003,"Action, Indie"
1113110,The Stranger: Interactive Film,1113110,Giovanni Altrui,2,1,False,60,6.59,395.4,"Action, Adventure, Casual, Indie"
428910,Red Fox and the Four Seasons,428910,Boogygames Studios,2,1,False,60,3.99,239.4,"Action, Adventure, Casual, Indie, Early Access"
1122810,DarkSpace 暗宇战纪,1122810,BlackSpace Games,2,2,False,60,8.19,491.4,"Indie, Simulation, Strategy"
1139660,Marburgh,1139660,Marcotte,2,2,False,60,3.99,239.4,"Indie, RPG"
1138810,Super Platformer Gun,1138810,Expresso Studios,2,1,False,60,8.19,491.4,"Action, Adventure, Indie"
1138990,B.i.t.Lock,1138990,"Petorio,Peter Hofbauer",2,2,True,60,,,"Casual, Free to Play, Indie"
1139100,An Egg Can Dream,1139100,Floor Chicken,2,2,False,60,8.19,491.4,"Action, Adventure, Casual, Indie, Simulation"
1122740,To the Hell,1122740,森林纵火犯,2,2,False,60,0.79,47.400000000000006,"Adventure, Indie"
468350,Hexaverse,468350,Stefan Elsen,2,1,False,60,4.99,299.40000000000003,"Strategy, Early Access"
1160040,Human Factory,1160040,Fire Cycle Games,2,2,False,60,20.99,1259.3999999999999,"Indie, Simulation, Strategy, Early Access"
1149700,Dark Veer,1149700,HANNMADE Studios,2,2,False,60,3.99,239.4,"Adventure, Indie, Simulation"
1147370,The Empire's Crisis,1147370,Clayton Rowe,2,1,False,60,2.39,143.4,RPG
1149580,Super Korotama,1149580,Catness Game Studios,2,2,False,60,4.99,299.40000000000003,"Casual, Indie, Simulation"
706200,Celtabula,706200,Skip32,2,1,False,60,0.99,59.4,"Casual, Indie"
451060,Wincars Racer,451060,DragonJam Studios,2,0,False,60,11.99,719.4,"Action, Indie, Racing, Early Access"
1150580,History Warriors,1150580,"Clipstories, Inc.",2,0,False,60,12.49,749.4,"Action, Indie"
